datahora,latitude,longitude,frp,brightness,confidence,satellite,biome,state,month,hour,risk_score,risk_label
2024-07-03T04:32:00,-14.603224,-43.095439,4.7,280.0,97,AQUA_M-D,Cerrado,GO,7,4,0.0532,Baixo
2024-08-12T04:25:00,-15.556253,-56.104486,5.85,343.6,60,TERRA_M-T,Pantanal,MT,8,4,0.1383,Baixo
2024-04-11T10:37:00,-9.903372,-61.575937,10.5,298.44,43,AQUA_M-T,Amazônia,AP,4,10,0.0565,Baixo
2024-10-24T11:28:00,-7.436328,-53.681927,36.15,311.44,82,AQUA_M-T,Amazônia,AM,10,11,0.0819,Baixo
2024-09-10T15:44:00,-6.780403,-58.314743,55.73,340.4,47,TERRA_M-T,Amazônia,TO,9,15,0.3631,Médio
2024-07-27T16:05:00,-20.633519,-45.165309,79.92,434.36,49,TERRA_M-D,Cerrado,MG,7,16,0.6052,Médio
2024-08-19T11:43:00,-15.552793,-56.627126,18.53,345.13,88,TERRA_M-D,Pantanal,MS,8,11,0.1522,Baixo
2024-07-15T05:32:00,-18.794566,-58.053431,8.15,499.21,65,GOES-16,Pantanal,MT,7,5,0.7435,Alto
2024-10-10T15:21:00,-9.104367,-47.525405,109.54,346.58,36,AQUA_M-D,Amazônia,PA,10,15,0.6052,Médio
2024-05-17T18:32:00,-7.783379,-50.777915,7.97,290.68,84,TERRA_M-D,Cerrado,SP,5,18,0.0404,Baixo
2024-08-13T10:48:00,-33.465515,-53.970851,21.45,318.91,52,GOES-16,Pampa,RS,8,10,0.041,Baixo
2024-07-27T23:56:00,-20.00046,-45.105665,53.69,372.9,56,AQUA_M-T,Cerrado,MG,7,23,0.2926,Médio
2024-08-09T18:56:00,-15.617201,-45.008923,87.85,358.24,70,TERRA_M-D,Mata Atlântica,RS,8,18,0.3745,Médio
2024-10-10T05:07:00,-21.273527,-57.153003,33.9,289.41,66,GOES-16,Pantanal,MS,10,5,0.0692,Baixo
2024-05-15T07:56:00,-3.002338,-40.070076,10.66,280.0,51,TERRA_M-T,Caatinga,PB,5,7,0.033,Baixo
2024-05-20T03:59:00,-3.014785,-58.296554,71.31,291.87,59,GOES-16,Amazônia,AP,5,3,0.1413,Baixo
2024-10-04T06:35:00,2.380896,-62.894859,36.17,388.17,95,AQUA_M-D,Amazônia,AP,10,6,0.2793,Médio
2024-10-20T01:57:00,-12.081489,-39.980392,168.03,280.0,99,AQUA_M-T,Mata Atlântica,ES,10,1,0.3831,Médio
2024-04-01T15:53:00,-7.833886,-47.633214,3.16,364.83,33,AQUA_M-D,Cerrado,MA,4,15,0.1789,Baixo
2024-10-10T18:27:00,-11.987052,-40.003298,49.62,300.69,86,AQUA_M-D,Caatinga,PI,10,18,0.1448,Baixo
2024-02-27T14:18:00,-12.920684,-56.139959,11.28,294.44,44,AQUA_M-D,Cerrado,MA,2,14,0.0477,Baixo
2024-10-14T15:16:00,-30.613881,-50.561236,42.99,289.98,41,TERRA_M-T,Pampa,RS,10,15,0.1331,Baixo
2024-03-24T21:07:00,-11.731385,-36.679379,89.0,373.65,75,GOES-16,Caatinga,PE,3,21,0.2642,Médio
2024-09-24T02:20:00,1.014865,-64.786478,40.11,418.04,50,AQUA_M-D,Amazônia,PA,9,2,0.6517,Médio
2024-09-15T20:47:00,-21.711112,-55.284015,98.8,280.0,95,GOES-16,Pantanal,MT,9,20,0.3631,Médio
2024-07-02T13:06:00,-13.563141,-43.491836,45.9,414.67,96,GOES-16,Cerrado,DF,7,13,0.6052,Médio
2024-07-27T17:42:00,-20.133799,-51.537297,41.07,388.76,34,AQUA_M-D,Cerrado,MT,7,17,0.3804,Médio
2024-11-05T18:24:00,-16.56897,-58.206037,38.29,305.96,58,AQUA_M-D,Pantanal,MS,11,18,0.0603,Baixo
2024-01-16T04:31:00,-12.164088,-40.616191,9.86,363.06,53,GOES-16,Caatinga,RN,1,4,0.1238,Baixo
2024-09-05T06:40:00,-7.003198,-70.299512,1.77,284.74,41,GOES-16,Amazônia,TO,9,6,0.0745,Baixo
2024-09-14T02:31:00,-15.468341,-57.710739,1.7,358.11,56,AQUA_M-T,Pantanal,MS,9,2,0.2594,Médio
2024-07-14T22:16:00,-18.339089,-58.348719,4.8,428.89,78,AQUA_M-T,Pantanal,MS,7,22,0.4841,Médio
2024-05-21T11:30:00,-15.325557,-57.736016,6.33,284.0,97,AQUA_M-D,Cerrado,SP,5,11,0.0404,Baixo
2024-07-27T07:56:00,-26.024724,-41.283279,15.37,304.04,67,GOES-16,Mata Atlântica,ES,7,7,0.0426,Baixo
2024-06-26T20:25:00,-11.14296,-50.665915,49.13,456.65,75,TERRA_M-T,Cerrado,PI,6,20,0.5274,Médio
2024-02-10T03:14:00,-14.679682,-40.341283,12.38,399.24,44,TERRA_M-T,Caatinga,MA,2,3,0.2312,Baixo
2024-08-15T10:15:00,-21.510392,-57.033132,9.54,349.79,84,TERRA_M-T,Pantanal,MT,8,10,0.1522,Baixo
2024-01-15T10:42:00,-12.626824,-35.739862,14.65,368.03,44,AQUA_M-D,Mata Atlântica,RJ,1,10,0.1211,Baixo
2024-08-23T04:49:00,-21.599742,-56.410626,2.18,393.77,91,TERRA_M-T,Pantanal,MT,8,4,0.4841,Médio
2024-06-14T21:15:00,-10.809594,-56.36543,61.36,402.96,33,TERRA_M-D,Cerrado,PI,6,21,0.3692,Médio
2024-11-17T06:56:00,-6.666754,-46.40862,1.77,334.43,82,GOES-16,Amazônia,AP,11,6,0.1181,Baixo
2024-06-25T10:16:00,-26.572635,-51.505266,18.83,371.34,70,TERRA_M-D,Mata Atlântica,SP,6,10,0.1392,Baixo
2024-09-26T14:27:00,-28.961712,-54.153956,451.33,387.51,81,TERRA_M-T,Pampa,RS,9,14,0.7504,Alto
2024-03-09T15:46:00,-5.859824,-35.61635,73.2,341.11,58,AQUA_M-T,Caatinga,PB,3,15,0.161,Baixo
2024-06-10T14:26:00,-12.030387,-38.995271,24.34,280.0,58,AQUA_M-T,Caatinga,PI,6,14,0.0494,Baixo
2024-08-18T06:49:00,-12.416198,-51.462048,21.28,359.47,44,AQUA_M-D,Cerrado,SP,8,6,0.1995,Baixo
2024-10-20T17:01:00,-25.276553,-50.046004,21.84,280.0,32,AQUA_M-D,Mata Atlântica,SC,10,17,0.0553,Baixo
2024-06-25T22:21:00,-28.942638,-54.885952,44.5,368.69,75,AQUA_M-T,Pampa,RS,6,22,0.1624,Baixo
2024-07-21T01:33:00,-22.788658,-47.203186,42.91,306.15,56,AQUA_M-T,Cerrado,MA,7,1,0.1463,Baixo
2024-02-07T05:53:00,-3.102722,-46.562863,20.04,295.83,98,TERRA_M-D,Amazônia,RR,2,5,0.0514,Baixo
2024-05-10T05:58:00,-6.637804,-42.655685,46.98,294.85,77,AQUA_M-D,Cerrado,TO,5,5,0.1009,Baixo
2024-05-07T17:46:00,-8.73807,-40.659236,40.19,411.73,61,TERRA_M-T,Caatinga,PI,5,17,0.3756,Médio
2024-11-28T00:48:00,-26.052029,-50.406657,46.01,316.02,97,AQUA_M-T,Mata Atlântica,SP,11,0,0.0928,Baixo
2024-08-13T15:02:00,-27.720675,-42.522719,118.27,327.6,50,TERRA_M-D,Mata Atlântica,RJ,8,15,0.3458,Médio
2024-12-01T07:40:00,-5.68317,-42.161217,191.93,320.78,61,GOES-16,Cerrado,MS,12,7,0.3669,Médio
2024-07-24T03:52:00,-9.403646,-69.014616,106.29,379.73,78,GOES-16,Amazônia,AM,7,3,0.5959,Médio
2024-07-27T23:56:00,-20.929129,-51.301541,51.72,351.39,64,AQUA_M-D,Cerrado,TO,7,23,0.2926,Médio
2024-08-03T16:46:00,-22.653081,-41.114043,38.51,368.29,83,AQUA_M-T,Cerrado,DF,8,16,0.2594,Médio
2024-01-24T17:38:00,-0.009661,-65.668596,43.67,311.46,49,AQUA_M-T,Amazônia,AM,1,17,0.1836,Baixo
2024-11-26T12:12:00,-0.526921,-55.68761,91.67,367.38,69,TERRA_M-D,Amazônia,PA,11,12,0.6144,Médio
2024-08-17T23:01:00,-6.97258,-36.677371,37.64,310.89,68,TERRA_M-T,Caatinga,PI,8,23,0.0479,Baixo
2024-09-07T03:16:00,-11.424511,-43.174029,15.98,280.0,90,TERRA_M-T,Caatinga,PB,9,3,0.0479,Baixo
2024-07-14T02:14:00,-20.746119,-43.251938,63.09,409.58,82,GOES-16,Mata Atlântica,RS,7,2,0.3724,Médio
2024-10-16T09:58:00,-3.724647,-42.213207,151.77,432.35,98,GOES-16,Cerrado,MA,10,9,0.798,Alto
2024-09-13T00:31:00,-6.646249,-36.093214,369.51,280.0,80,AQUA_M-D,Caatinga,MA,9,0,0.6105,Médio
2024-09-23T03:28:00,0.412472,-54.16386,23.66,351.51,58,TERRA_M-D,Amazônia,RR,9,3,0.2793,Médio
2024-12-25T07:28:00,-2.18129,-62.41236,39.1,348.21,77,TERRA_M-T,Amazônia,AM,12,7,0.1027,Baixo
2024-02-04T20:19:00,-5.22678,-55.346363,55.52,293.2,72,TERRA_M-D,Amazônia,TO,2,20,0.1413,Baixo
2024-01-04T17:10:00,-7.858967,-50.36925,15.93,367.54,56,AQUA_M-T,Amazônia,RO,1,17,0.2504,Médio
2024-10-08T02:09:00,-16.105568,-37.910757,3.12,326.71,81,TERRA_M-D,Mata Atlântica,BA,10,2,0.0851,Baixo
2024-12-17T23:53:00,-10.114237,-56.796064,40.18,359.11,59,TERRA_M-T,Cerrado,SP,12,23,0.2018,Baixo
2024-09-09T13:19:00,1.715776,-57.170768,44.69,327.53,73,TERRA_M-T,Amazônia,AM,9,13,0.3631,Médio
2024-06-11T22:36:00,-1.176167,-62.371088,0.5,280.0,82,AQUA_M-T,Amazônia,RO,6,22,0.0591,Baixo
2024-08-23T06:48:00,-4.994288,-41.049595,15.5,462.13,92,GOES-16,Caatinga,BA,8,6,0.5147,Médio
2024-08-21T07:20:00,-19.330649,-55.821834,157.05,330.38,89,GOES-16,Pantanal,MT,8,7,0.6916,Alto
2024-02-18T23:46:00,-16.618093,-43.144302,8.8,333.73,40,TERRA_M-D,Cerrado,PI,2,23,0.0734,Baixo
2024-09-23T02:24:00,-19.263983,-48.136391,40.11,339.38,46,TERRA_M-T,Cerrado,DF,9,2,0.1995,Baixo
2024-09-17T23:07:00,-1.79839,-50.264953,106.3,351.85,51,AQUA_M-D,Amazônia,AM,9,23,0.5959,Médio
2024-12-28T03:02:00,-9.83244,-50.228426,63.95,330.88,84,TERRA_M-T,Amazônia,AC,12,3,0.1926,Baixo
2024-11-21T16:31:00,-6.853194,-60.401992,9.72,309.99,47,AQUA_M-D,Amazônia,TO,11,16,0.0768,Baixo
2024-07-01T09:07:00,-8.754034,-44.30511,97.24,386.88,85,TERRA_M-T,Mata Atlântica,RS,7,9,0.3405,Médio
2024-04-17T10:39:00,-9.311019,-48.166244,111.78,386.38,77,GOES-16,Cerrado,MS,4,10,0.3229,Médio
2024-10-10T16:43:00,-6.027682,-64.62995,48.83,290.53,56,AQUA_M-D,Amazônia,RO,10,16,0.2663,Médio
2024-10-20T08:30:00,-19.848391,-56.078026,9.86,316.3,89,TERRA_M-D,Pantanal,MT,10,8,0.0692,Baixo
2024-05-24T23:54:00,-16.557748,-46.958022,74.15,280.0,47,GOES-16,Cerrado,BA,5,23,0.1009,Baixo
2024-02-23T15:00:00,-18.043617,-56.35998,119.92,384.1,70,TERRA_M-D,Pantanal,MS,2,15,0.4961,Médio
2024-07-05T15:04:00,-29.750582,-51.702324,3.74,280.0,30,AQUA_M-D,Pampa,RS,7,15,0.0484,Baixo
2024-01-07T22:06:00,-28.230025,-39.388159,118.96,342.82,98,AQUA_M-D,Mata Atlântica,PR,1,22,0.1835,Baixo
2024-08-04T01:39:00,-13.849092,-53.525494,22.39,280.0,89,GOES-16,Cerrado,PI,8,1,0.0532,Baixo
2024-05-03T11:40:00,-15.82174,-49.242108,268.75,280.0,58,AQUA_M-D,Cerrado,SP,5,11,0.3632,Médio
2024-09-07T08:18:00,-5.671697,-59.585671,47.64,340.22,84,AQUA_M-T,Cerrado,MT,9,8,0.1995,Baixo
2024-06-20T12:59:00,0.218455,-63.040115,105.66,382.89,62,GOES-16,Amazônia,AP,6,12,0.6144,Médio
2024-02-21T21:12:00,-6.110188,-36.635541,89.78,354.92,39,TERRA_M-D,Caatinga,MA,2,21,0.2642,Médio
2024-03-24T06:17:00,-14.165906,-39.914221,79.9,373.23,52,AQUA_M-T,Caatinga,PE,3,6,0.1816,Baixo
2024-09-04T04:51:00,-2.424582,-67.287282,76.95,343.41,96,TERRA_M-D,Amazônia,AP,9,4,0.2793,Médio
2024-02-19T18:38:00,-5.219112,-36.464498,25.23,339.18,65,GOES-16,Caatinga,SE,2,18,0.0726,Baixo
2024-07-06T00:50:00,-3.09113,-61.999237,99.57,449.05,59,AQUA_M-D,Amazônia,TO,7,0,1.0,Alto
2024-10-26T19:09:00,-22.47091,-58.896797,194.04,283.71,48,AQUA_M-T,Cerrado,BA,10,19,0.5267,Médio
2024-10-28T00:20:00,-17.360378,-55.544833,28.6,418.2,39,TERRA_M-T,Pantanal,MS,10,0,0.4841,Médio
2024-10-17T14:27:00,-19.277357,-54.451732,134.65,325.02,90,AQUA_M-D,Cerrado,GO,10,14,0.4323,Médio
2024-08-17T03:15:00,-9.288151,-62.89321,56.36,436.55,80,GOES-16,Amazônia,RR,8,3,0.6517,Médio
2024-10-23T15:22:00,2.371536,-63.17365,45.94,355.79,69,TERRA_M-T,Amazônia,MT,10,15,0.5326,Médio
2024-03-17T02:56:00,-8.670767,-39.854469,64.0,320.38,57,GOES-16,Caatinga,MA,3,2,0.1238,Baixo
2024-11-23T04:53:00,-21.347286,-57.57771,20.07,366.06,85,GOES-16,Pantanal,MS,11,4,0.2057,Baixo
2024-02-16T22:50:00,-14.684222,-54.300162,81.82,455.21,62,TERRA_M-T,Cerrado,MA,2,22,0.5504,Médio
2024-05-14T20:22:00,-6.951291,-38.563662,1.36,337.81,52,TERRA_M-D,Caatinga,CE,5,20,0.066,Baixo
2024-07-28T14:49:00,-8.725851,-71.306517,98.0,416.32,74,GOES-16,Amazônia,AM,7,14,1.0,Alto
2024-11-20T17:56:00,-15.72274,-55.279997,44.95,375.82,54,AQUA_M-D,Pantanal,MT,11,17,0.3922,Médio
2024-08-06T23:00:00,-6.659909,-66.702133,23.3,306.27,55,GOES-16,Amazônia,MT,8,23,0.0745,Baixo
2024-08-17T06:00:00,-4.335332,-49.404505,126.39,313.91,69,GOES-16,Amazônia,TO,8,6,0.391,Médio
2024-10-12T08:32:00,-13.733422,-47.45672,83.49,316.18,31,AQUA_M-T,Cerrado,MT,10,8,0.2793,Médio
2024-08-21T08:41:00,-19.212205,-57.777646,7.04,289.0,91,AQUA_M-T,Pantanal,MT,8,8,0.0692,Baixo
2024-09-23T22:16:00,-20.775668,-59.395007,56.53,303.13,65,AQUA_M-T,Cerrado,TO,9,22,0.1463,Baixo
2024-06-27T00:55:00,-7.075363,-43.857053,8.32,366.36,90,TERRA_M-D,Caatinga,BA,6,0,0.1424,Baixo
2024-08-06T15:47:00,-5.733634,-46.901395,96.91,376.61,99,TERRA_M-T,Amazônia,TO,8,15,0.7746,Alto
2024-09-12T00:39:00,-7.374338,-51.834243,68.55,453.72,49,AQUA_M-T,Amazônia,PA,9,0,0.931,Alto
2024-11-03T13:53:00,-11.75997,-41.472315,22.17,434.15,45,AQUA_M-D,Caatinga,PE,11,13,0.3456,Médio
2024-07-21T22:03:00,-8.947211,-41.001428,33.53,361.41,70,TERRA_M-T,Cerrado,GO,7,22,0.1995,Baixo
2024-09-09T06:41:00,-9.441244,-41.760609,125.36,364.01,32,TERRA_M-D,Caatinga,CE,9,6,0.3831,Médio
2024-08-23T05:57:00,-21.240512,-57.000774,227.96,291.44,76,GOES-16,Pantanal,MT,8,5,0.6225,Médio
2024-10-22T12:26:00,-2.932685,-70.405949,83.79,433.2,37,AQUA_M-T,Amazônia,MA,10,12,1.0,Alto
2024-06-27T16:09:00,-14.415784,-42.95056,17.18,313.48,64,AQUA_M-D,Cerrado,DF,6,16,0.0549,Baixo
2024-10-15T01:17:00,-9.674631,-66.599879,16.47,367.89,55,AQUA_M-D,Amazônia,PA,10,1,0.2793,Médio
2024-12-06T20:47:00,-11.977101,-41.047075,16.85,280.0,30,TERRA_M-T,Caatinga,MA,12,20,0.033,Baixo
2024-09-18T11:07:00,-3.876323,-62.775352,102.09,289.43,73,GOES-16,Amazônia,AP,9,11,0.4301,Médio
2024-02-27T22:05:00,-22.356072,-48.240475,57.48,284.96,89,TERRA_M-D,Cerrado,PI,2,22,0.1009,Baixo
2024-06-03T05:46:00,-8.956127,-37.364435,53.01,373.7,41,AQUA_M-T,Mata Atlântica,RJ,6,5,0.1857,Baixo
2024-01-19T20:01:00,-19.755347,-55.629903,0.5,383.11,51,GOES-16,Pantanal,MS,1,20,0.1789,Baixo
2024-05-21T11:29:00,-8.53941,-49.877686,140.43,382.82,40,AQUA_M-D,Mata Atlântica,SP,5,11,0.2583,Médio
2024-03-27T21:41:00,-1.472134,-58.677499,20.15,404.81,54,GOES-16,Amazônia,AC,3,21,0.3596,Médio
2024-06-02T12:45:00,-7.537402,-40.039671,7.62,343.75,66,GOES-16,Caatinga,PE,6,12,0.0987,Baixo
2024-07-05T18:20:00,-22.42963,-55.989938,32.54,345.74,82,GOES-16,Cerrado,MG,7,18,0.117,Baixo
2024-03-09T06:11:00,-21.437914,-42.079902,115.79,310.63,67,AQUA_M-D,Cerrado,BA,3,6,0.1926,Baixo
2024-10-09T02:31:00,1.028514,-72.467567,26.94,305.85,75,TERRA_M-T,Amazônia,AP,10,2,0.0745,Baixo
2024-11-25T20:33:00,-0.406166,-71.076177,3.14,422.79,87,GOES-16,Amazônia,RR,11,20,0.4135,Médio
2024-05-27T18:24:00,-8.539311,-52.528317,85.4,346.55,49,AQUA_M-T,Cerrado,MG,5,18,0.2523,Médio
2024-07-07T22:27:00,-17.858364,-45.730374,33.53,280.0,74,TERRA_M-D,Cerrado,MA,7,22,0.0532,Baixo
2024-09-11T22:32:00,-8.746775,-42.561883,38.27,373.96,100,AQUA_M-D,Cerrado,MS,9,22,0.1995,Baixo
2024-08-17T06:16:00,-8.804205,-71.976243,104.87,407.26,57,AQUA_M-T,Amazônia,AP,8,6,0.8379,Alto
2024-10-02T03:33:00,-5.197998,-48.444118,65.63,308.98,53,GOES-16,Amazônia,TO,10,3,0.2048,Baixo
2024-08-15T18:20:00,-8.662367,-65.099896,3.97,321.11,77,AQUA_M-D,Amazônia,TO,8,18,0.1639,Baixo
2024-09-02T10:44:00,-7.736491,-55.936483,48.01,301.66,43,TERRA_M-D,Amazônia,MT,9,10,0.2253,Baixo
2024-12-06T13:30:00,-7.169242,-48.761959,62.59,280.0,72,AQUA_M-T,Amazônia,RR,12,13,0.1836,Baixo
2024-12-06T11:19:00,-17.500807,-58.383812,6.25,280.0,50,AQUA_M-T,Pantanal,MT,12,11,0.0525,Baixo
2024-06-06T00:28:00,-10.081316,-51.70674,24.43,385.61,88,TERRA_M-D,Cerrado,PI,6,0,0.1582,Baixo
2024-08-16T07:16:00,1.991549,-51.437449,13.38,317.37,77,TERRA_M-T,Amazônia,MT,8,7,0.0745,Baixo
2024-04-22T12:19:00,-5.424833,-49.230599,7.82,360.53,35,TERRA_M-T,Amazônia,RR,4,12,0.2504,Médio
2024-08-04T13:27:00,-17.471789,-49.194169,34.25,316.99,64,TERRA_M-D,Cerrado,BA,8,13,0.0692,Baixo
2024-07-01T05:32:00,-2.39628,-53.685463,68.31,324.21,51,TERRA_M-D,Amazônia,MT,7,5,0.2793,Médio
2024-05-23T16:12:00,-3.775893,-44.351264,4.26,356.99,47,TERRA_M-D,Caatinga,PB,5,16,0.161,Baixo
2024-06-26T01:05:00,-21.326732,-54.807065,49.36,361.37,69,GOES-16,Cerrado,MG,6,1,0.2321,Baixo
2024-06-15T12:10:00,-9.088002,-53.269418,36.13,354.1,88,GOES-16,Amazônia,RO,6,12,0.288,Médio
2024-12-07T05:19:00,-4.968287,-50.58604,133.46,322.65,69,AQUA_M-D,Cerrado,GO,12,5,0.2293,Baixo
2024-07-08T06:27:00,-4.322131,-53.861314,2.79,427.64,41,AQUA_M-D,Cerrado,DF,7,6,0.3724,Médio
2024-04-22T17:54:00,-25.704042,-44.005137,65.11,375.23,77,AQUA_M-D,Mata Atlântica,MG,4,17,0.2099,Baixo
2024-06-06T11:06:00,1.302046,-66.772865,114.19,316.65,90,TERRA_M-T,Amazônia,AM,6,11,0.3411,Médio
2024-08-23T06:58:00,-21.309133,-41.27845,17.79,337.96,90,TERRA_M-T,Cerrado,MA,8,6,0.1064,Baixo
2024-11-23T07:48:00,-21.462658,-44.802065,124.5,280.0,42,TERRA_M-T,Cerrado,TO,11,7,0.2215,Baixo
2024-08-11T04:25:00,-1.857496,-58.557571,142.92,280.0,71,AQUA_M-D,Amazônia,MT,8,4,0.391,Médio
2024-05-20T12:34:00,-9.879172,-71.020456,2.03,280.0,39,TERRA_M-T,Amazônia,AP,5,12,0.0668,Baixo
2024-09-22T23:37:00,-0.623949,-67.479814,25.78,341.67,33,TERRA_M-T,Amazônia,RR,9,23,0.149,Baixo
2024-08-06T07:23:00,-4.322659,-59.290319,115.62,280.0,76,TERRA_M-D,Cerrado,BA,8,7,0.2793,Médio
2024-02-27T00:39:00,-9.394687,-43.074574,4.45,374.58,80,TERRA_M-D,Cerrado,MT,2,0,0.1376,Baixo
2024-05-05T15:12:00,-7.090254,-65.846866,13.08,320.39,35,AQUA_M-D,Amazônia,PA,5,15,0.1336,Baixo
2024-10-14T02:21:00,1.662686,-52.595718,6.64,316.4,79,GOES-16,Amazônia,AC,10,2,0.0745,Baixo
2024-08-05T09:19:00,-20.019752,-47.269186,103.62,358.4,79,TERRA_M-T,Mata Atlântica,ES,8,9,0.3405,Médio
2024-01-09T13:11:00,-20.333146,-57.016497,126.88,353.14,50,AQUA_M-T,Pantanal,MT,1,13,0.4961,Médio
2024-07-27T03:29:00,0.768435,-64.106542,2.4,380.44,40,TERRA_M-D,Amazônia,MT,7,3,0.2793,Médio
2024-07-21T12:51:00,-4.920907,-72.15221,11.37,321.97,31,AQUA_M-T,Amazônia,RR,7,12,0.1937,Baixo
2024-06-05T18:32:00,0.96998,-61.226671,53.4,316.4,79,GOES-16,Amazônia,RO,6,18,0.1787,Baixo
2024-08-16T20:42:00,-18.249539,-47.096573,88.7,304.89,81,AQUA_M-T,Cerrado,PI,8,20,0.2793,Médio
2024-06-10T13:16:00,-21.189366,-57.328672,9.83,372.47,44,AQUA_M-T,Pantanal,MT,6,13,0.2674,Médio
2024-08-17T11:49:00,-12.244584,-58.868661,94.02,378.77,90,TERRA_M-T,Cerrado,SP,8,11,0.4682,Médio
2024-07-12T03:50:00,-17.693873,-47.316583,47.23,280.0,52,TERRA_M-D,Cerrado,MT,7,3,0.1463,Baixo
2024-12-25T12:55:00,-4.393487,-44.947875,42.99,326.3,40,TERRA_M-D,Caatinga,SE,12,12,0.161,Baixo
2024-10-11T22:37:00,-4.732505,-40.328963,11.73,364.69,63,AQUA_M-T,Caatinga,PE,10,22,0.1796,Baixo
2024-08-27T19:46:00,-15.753017,-56.246908,24.15,286.55,88,TERRA_M-D,Pantanal,MS,8,19,0.0761,Baixo
2024-08-15T09:02:00,-31.626069,-51.546511,56.27,363.33,45,AQUA_M-T,Pampa,RS,8,9,0.2048,Baixo
2024-08-12T01:56:00,-4.244247,-59.855763,75.78,334.65,77,TERRA_M-T,Cerrado,PI,8,1,0.1995,Baixo
2024-01-11T21:18:00,-4.140277,-44.955984,38.35,331.78,33,TERRA_M-T,Caatinga,PB,1,21,0.066,Baixo
2024-02-06T09:22:00,-3.474395,-62.741185,24.49,280.0,83,GOES-16,Amazônia,MA,2,9,0.0514,Baixo
2024-08-11T09:40:00,-3.20157,-56.050168,262.04,339.37,34,TERRA_M-T,Cerrado,GO,8,9,0.532,Médio
2024-10-24T01:34:00,-13.674682,-40.588512,42.23,368.09,80,GOES-16,Caatinga,CE,10,1,0.2633,Médio
2024-11-03T17:06:00,-6.050984,-42.465309,36.95,362.73,46,AQUA_M-D,Caatinga,RN,11,17,0.1851,Baixo
2024-07-14T08:22:00,-7.993751,-49.587372,99.6,321.97,88,TERRA_M-T,Cerrado,MG,7,8,0.3325,Médio
2024-11-27T23:52:00,-15.188758,-57.91764,2.17,320.2,97,AQUA_M-D,Cerrado,SP,11,23,0.0844,Baixo
2024-08-03T10:23:00,-3.933603,-43.482934,86.75,391.36,34,AQUA_M-T,Caatinga,AL,8,10,0.5925,Médio
2024-10-24T20:51:00,-17.436098,-40.75469,110.34,301.68,42,TERRA_M-D,Mata Atlântica,ES,10,20,0.2234,Baixo
2024-07-24T02:21:00,-30.845382,-57.304282,8.2,408.72,68,TERRA_M-D,Pampa,RS,7,2,0.2607,Médio
2024-09-01T05:47:00,-6.480812,-71.558862,4.61,334.69,62,TERRA_M-T,Amazônia,MT,9,5,0.149,Baixo
2024-11-04T06:36:00,-3.706289,-43.364424,11.62,330.01,63,TERRA_M-T,Cerrado,DF,11,6,0.0844,Baixo
2024-02-17T17:54:00,-9.045084,-51.981355,48.81,294.98,61,TERRA_M-D,Amazônia,AP,2,17,0.1836,Baixo
2024-08-19T15:13:00,-28.653897,-50.804485,122.88,295.75,85,GOES-16,Pampa,RS,8,15,0.2542,Médio
2024-08-09T16:42:00,-3.645916,-42.186614,70.3,391.54,35,AQUA_M-D,Caatinga,PB,8,16,0.5447,Médio
2024-08-22T09:17:00,-30.442367,-54.374875,114.93,325.47,30,AQUA_M-D,Pampa,RS,8,9,0.2328,Baixo
2024-01-01T13:42:00,-14.462732,-39.578301,90.45,321.81,46,AQUA_M-D,Caatinga,SE,1,13,0.2683,Médio
2024-07-15T19:50:00,-27.978126,-49.146252,15.68,280.0,70,GOES-16,Mata Atlântica,PR,7,19,0.0468,Baixo
2024-11-08T00:45:00,2.477184,-50.71381,165.93,280.0,71,AQUA_M-D,Amazônia,PA,11,0,0.5317,Médio
2024-05-20T09:46:00,0.376461,-54.6521,28.39,284.77,88,AQUA_M-T,Amazônia,AC,5,9,0.0514,Baixo
2024-07-21T19:21:00,-12.437199,-43.114173,143.5,428.26,99,TERRA_M-T,Cerrado,SP,7,19,0.6584,Médio
2024-05-18T00:21:00,-15.64697,-58.300665,38.88,319.0,73,TERRA_M-T,Pantanal,MT,5,0,0.0477,Baixo
2024-03-27T14:09:00,-10.182167,-42.050528,36.07,341.01,89,GOES-16,Cerrado,MT,3,14,0.0954,Baixo
2024-10-18T22:10:00,-30.544829,-56.667918,71.67,339.21,79,AQUA_M-D,Pampa,RS,10,22,0.1397,Baixo
2024-08-02T21:54:00,-5.251851,-41.459194,50.05,378.45,40,TERRA_M-T,Cerrado,MS,8,21,0.2926,Médio
2024-06-12T02:13:00,-16.956179,-58.723481,13.23,280.0,97,TERRA_M-D,Cerrado,PI,6,2,0.0422,Baixo
2024-07-10T10:28:00,-10.9666,-48.437137,32.81,335.06,89,GOES-16,Cerrado,MT,7,10,0.117,Baixo
2024-02-20T18:10:00,-30.810603,-52.303352,63.56,409.41,75,AQUA_M-D,Pampa,RS,2,18,0.2472,Médio
2024-06-25T00:48:00,-8.265928,-34.048229,51.39,457.61,66,TERRA_M-T,Mata Atlântica,RS,6,0,0.4219,Médio
2024-07-08T12:58:00,0.70187,-48.441639,19.75,280.0,98,TERRA_M-T,Amazônia,MA,7,12,0.0968,Baixo
2024-11-20T03:06:00,-1.45294,-64.56974,66.7,384.66,80,TERRA_M-T,Amazônia,RO,11,3,0.3249,Médio
2024-12-04T18:18:00,1.64903,-56.045688,46.25,449.53,52,AQUA_M-D,Amazônia,AC,12,18,0.7063,Alto
